,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,SalesID,SalePrice,MachineID,ModelID,datasource,auctioneerID,YearMade,MachineHoursCurrentMeter,UsageBand,saledate,fiModelDesc,fiBaseModel,fiSecondaryDesc,fiModelSeries,fiModelDescriptor,ProductSize,fiProductClassDesc,state,ProductGroup,ProductGroupDesc,Drive_System,Enclosure,Forks,Pad_Type,Ride_Control,Stick,Transmission,Turbocharged,Blade_Extension,Blade_Width,Enclosure_Type,Engine_Horsepower,Hydraulics,Pushblock,Ripper,Scarifier,Tip_Control,Tire_Size,Coupler,Coupler_System,Grouser_Tracks,Hydraulics_Flow,Track_Type,Undercarriage_Pad_Width,Stick_Length,Thumb,Pattern_Changer,Grouser_Type,Backhoe_Mounting,Blade_Type,Travel_Controls,Differential_Type,Steering_Controls
368,101,325,922,77,201876,1641154,41000,1094357,4764,132,4.0,2003,,,2/13/2008 0:00,650H,650,H,,,,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Florida,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
693,755,110,502,175,218244,1684988,35000,1368603,1990,132,1.0,1991,,,6/23/2000 0:00,EX270LC,EX270,,,LC,Large / Medium,"Hydraulic Excavator, Track - 24.0 to 28.0 Metric Tons",California,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Triple,,,,,
626,847,402,456,126,312576,2274283,20000,1775019,4139,136,1.0,1978,0.0,,7/9/2009 0:00,D7G,D7,G,,,Large,"Track Type Tractor, Dozer - 190.0 to 260.0 Horsepower",Texas,TTT,Track Type Tractors,,EROPS w AC,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,Semi U,None or Unspecified,,
37,435,420,705,417,167763,1593910,13500,1373961,8089,132,1.0,1976,,,4/6/1993 0:00,410,410,,,,,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Montana,BL,Backhoe Loaders,Two Wheel Drive,EROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
69,563,958,872,681,16029,1192758,96000,1048531,16562,121,3.0,2005,2280.0,Low,9/24/2009 0:00,PC308USLC3,PC308,US,LC,3,Large / Medium,"Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons",Arizona,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,2 Valve,,,,,,None or Unspecified,,,,,,,,,,,,,,
581,712,902,660,716,175425,1605638,29750,1111578,1934,132,9.0,1989,,,2/21/2001 0:00,772BH,772,B,,H,,Motorgrader - 170.0 to 200.0 Horsepower,Florida,MG,Motor Graders,No,EROPS,,,,,None or Unspecified,,None or Unspecified,None or Unspecified,None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,Yes,None or Unspecified,None or Unspecified,,,,,,,,,,,,,,,
340,257,860,468,749,171021,1599128,12750,1331867,8089,132,4.0,1981,6300.0,Medium,2/6/1997 0:00,410,410,,,,,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Florida,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
3,172,600,497,247,262094,1797518,6500,1469286,9550,132,1.0,1993,,,3/29/2000 0:00,753,753,,,,,Skid Steer Loader - 1251.0 to 1351.0 Lb Operating Capacity,Maryland,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
659,198,258,983,460,314422,2279260,55000,991101,1636,136,4.0,1998,0.0,,1/28/2009 0:00,D6RLGP,D6,R,,LGP,Medium,"Track Type Tractor, Dozer - 160.0 to 190.0 Horsepower",Alabama,TTT,Track Type Tractors,,EROPS w AC,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,Semi U,Differential Steer,,
159,233,128,603,5,266188,1802682,11500,1538785,17237,132,1.0,2001,,,3/18/2008 0:00,331C,331,C,,,Mini,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Illinois,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
890,539,121,794,865,274773,1821383,24500,1291597,5642,132,8.0,1000,,,5/25/2005 0:00,655E,655,E,,,,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Mississippi,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
650,770,713,449,622,60908,1323740,44500,1430671,3819,132,6.0,1986,,,11/7/1997 0:00,950B,950,B,,,Medium,Wheel Loader - 150.0 to 175.0 Horsepower,Arizona,WL,Wheel Loader,,OROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
99,623,156,731,878,30196,1261636,8900,1240551,3165,132,20.0,1982,,,11/6/1996 0:00,580D,580,D,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Arkansas,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Powershuttle,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
467,112,598,618,153,183040,1616982,31500,1145845,8346,132,4.0,1985,,,2/6/1990 0:00,850,850,,,,Medium,"Track Type Tractor, Dozer - 160.0 to 190.0 Horsepower",Florida,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,Angle,None or Unspecified,,
803,716,854,49,818,218597,1685795,62000,1075525,11614,132,1.0,1994,,,10/17/2001 0:00,EX300LC2,EX300,,LC,2,Large / Medium,"Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons",Minnesota,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,Manual,,,,Steel,None or Unspecified,"11' 0""",Hydraulic,None or Unspecified,Double,,,,,
401,751,933,628,922,159765,1578616,23000,1362335,4619,132,1.0,1989,,,12/2/1998 0:00,344E,344,E,,,Compact,Wheel Loader - 60.0 to 80.0 Horsepower,Texas,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
438,568,886,310,682,310342,2268744,8000,1522207,3876,136,1.0,1973,0.0,,12/10/2009 0:00,980B,980,B,,,Medium,Wheel Loader - 275.0 to 350.0 Horsepower,Washington,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,26.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
700,348,539,302,318,25726,1253103,26000,1259809,3170,132,2.0,1987,,,5/14/1994 0:00,580K,580,K,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,New York,BL,Backhoe Loaders,Four Wheel Drive,EROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
641,127,269,757,605,247456,1759332,38500,1105894,349,132,4.0,1000,,,2/13/2006 0:00,PC150-5,PC150,,-5,,Small,"Hydraulic Excavator, Track - 14.0 to 16.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,28 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
257,73,113,880,160,267081,1803958,6750,1175070,9566,132,99.0,2000,6372.0,High,10/3/2009 0:00,873,873,,,,,Skid Steer Loader - 2201.0 to 2701.0 Lb Operating Capacity,New York,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
687,0,938,483,604,354906,2430051,9000,1326440,9566,136,1.0,1000,0.0,,9/11/2009 0:00,873,873,,,,,Skid Steer Loader - 2201.0 to 2701.0 Lb Operating Capacity,Arizona,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
965,36,842,135,919,270759,1809371,5750,1519289,17305,132,2.0,2003,,,2/6/2008 0:00,MT50,MT50,,,,,Skid Steer Loader - 701.0 to 976.0 Lb Operating Capacity,Florida,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
833,933,647,337,997,176662,1607614,15000,1465815,4700,132,4.0,1994,,,2/10/2009 0:00,544G,544,G,,,,Wheel Loader - 120.0 to 135.0 Horsepower,Florida,WL,Wheel Loader,,OROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
248,690,526,173,920,252112,1767779,28500,1128785,583,132,2.0,1997,,,5/25/2005 0:00,WA180-1,WA180,,-1,,,Wheel Loader - 100.0 to 110.0 Horsepower,Florida,WL,Wheel Loader,,OROPS,Yes,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,Manual,,,,,,,,,,,,,Standard,Conventional
600,81,762,443,543,160140,1579604,9000,1309927,8202,132,7.0,1000,,,9/15/2000 0:00,544,544,,,,,Wheel Loader - 90.0 to 100.0 Horsepower,Alabama,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,Manual,,,,,,,,,,,,,Standard,Conventional
207,586,808,790,308,230219,1722735,55000,1151213,11861,132,10.0,1000,,,11/11/1999 0:00,SK200,SK200,,,,Small,"Hydraulic Excavator, Track - 16.0 to 19.0 Metric Tons",Louisiana,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,32 inch,None or Unspecified,None or Unspecified,None or Unspecified,Triple,,,,,
878,741,675,388,978,385193,4318784,12500,2272052,4579,172,1.0,1999,2016.0,Low,5/1/2009 0:00,210LE,210,LE,,,Compact,Wheel Loader - 60.0 to 80.0 Horsepower,Nevada,WL,Wheel Loader,,OROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
666,325,684,251,951,15815,1191652,10500,1015481,10473,121,3.0,2005,1974.0,Medium,5/28/2009 0:00,EC35,EC35,,,,Mini,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Georgia,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
289,216,620,406,826,191078,1627813,11500,1295835,4640,132,1.0,1995,,,7/31/2009 0:00,410D,410,D,,,,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Washington,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
455,912,735,883,190,164783,1588229,27000,1254455,11398,132,2.0,2006,,,2/5/2010 0:00,650J,650,J,,,,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Florida,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
715,896,623,626,846,284628,1903127,7500,1324115,21434,132,2.0,2003,,,2/6/2009 0:00,28N,28,N,,,Mini,"Hydraulic Excavator, Track - 2.0 to 3.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
557,600,23,556,352,364285,2537181,12000,1440508,7019,149,1.0,2002,0.0,,7/15/2010 0:00,246,246,,,,,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Texas,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
16,332,817,644,35,177281,1608647,36000,1234683,1907,132,1.0,1995,,,6/23/2004 0:00,690ELC,690,E,,LC,Large / Medium,"Hydraulic Excavator, Track - 19.0 to 21.0 Metric Tons",Washington,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,Manual,,,,Steel,None or Unspecified,None or Unspecified,Manual,None or Unspecified,Double,,,,,
173,939,681,23,762,124358,1469293,82500,993447,3861,132,5.0,1994,,,4/27/2006 0:00,970F,970,F,,,Medium,Wheel Loader - 250.0 to 275.0 Horsepower,Utah,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,Yes,,,,,,,,2 Valve,,,,,26.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
838,207,308,418,916,36614,1273781,12000,1201565,6633,132,1.0,1999,,,3/7/2001 0:00,1840,1840,,,,,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Missouri,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
837,289,545,385,821,309837,2265861,17500,1734492,7277,136,,1977,0.0,,10/10/2008 0:00,950,950,,,,Medium,Wheel Loader - 150.0 to 175.0 Horsepower,Texas,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
980,87,407,802,769,10557,1174544,14500,54339,12911,121,3.0,1999,849.0,Low,12/2/2004 0:00,HD4500,HD4500,,,,,Skid Steer Loader - 2701.0+ Lb Operating Capacity,Louisiana,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,Yes,Standard,,,,,,,,,,,
485,261,541,118,263,70315,1350085,23000,1500252,1564,132,1.0,1989,,,3/10/2005 0:00,D4HLGP,D4,H,,LGP,,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",California,TTT,Track Type Tractors,,OROPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None or Unspecified,,
101,226,894,620,793,372113,2651537,39000,1710324,22179,149,2.0,2005,0.0,,1/29/2011 0:00,750JLGP,750,J,,LGP,Medium,"Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower",Florida,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
970,315,802,31,915,21011,1212217,35000,745466,3542,121,3.0,2004,6589.0,High,3/3/2011 0:00,420D,420,D,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,California,BL,Backhoe Loaders,Four Wheel Drive,OROPS,Yes,Reversible,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
125,408,608,20,36,378046,4248298,9000,2271213,3223,172,1.0,1999,5297.0,Medium,12/1/2011 0:00,75XT,75,XT,,,,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Minnesota,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
169,848,532,762,646,198337,1636677,25000,1237257,4579,132,2.0,2004,,,9/20/2007 0:00,210LE,210,LE,,,Compact,Wheel Loader - 60.0 to 80.0 Horsepower,California,WL,Wheel Loader,,OROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
995,44,625,327,765,28320,1259101,8500,1438539,6857,132,1.0,1000,,,9/27/2006 0:00,888,888,,,,Small,"Hydraulic Excavator, Track - 16.0 to 19.0 Metric Tons",Texas,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
686,64,133,4,358,340565,2356574,90000,1667338,22162,136,1.0,1000,0.0,,2/16/2009 0:00,700JLGP,700,J,,LGP,Medium,"Track Type Tractor, Dozer - 105.0 to 130.0 Horsepower",Florida,TTT,Track Type Tractors,,EROPS w AC,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
968,169,428,778,517,84304,1386204,23000,1140575,4327,132,1.0,1991,,,12/4/2002 0:00,IT18B,IT18,B,,,,Wheel Loader - 100.0 to 110.0 Horsepower,Washington,WL,Wheel Loader,,EROPS,Yes,,None or Unspecified,,,,,,,,3 Valve,,,,,15.5,Manual,,,,,,,,,,,,,Standard,Conventional
386,220,52,765,439,331071,2339727,45000,1763602,4754,136,,1999,0.0,,6/14/2007 0:00,644H,644,H,,,Medium,Wheel Loader - 175.0 to 200.0 Horsepower,Colorado,WL,Wheel Loader,,EROPS,None or Unspecified,,Yes,,,,,,,,2 Valve,,,,,23.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
147,662,293,70,831,57538,1314624,95000,898247,4157,132,4.0,1988,,,2/11/1994 0:00,D9N,D9,N,,,Large,"Track Type Tractor, Dozer - 260.0 + Horsepower",Florida,TTT,Track Type Tractors,,EROPS w AC,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,Semi U,None or Unspecified,,
170,387,51,90,361,41041,1281412,24500,1403668,3170,132,2.0,1988,,,2/2/1999 0:00,580K,580,K,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Florida,BL,Backhoe Loaders,Four Wheel Drive,EROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
252,934,93,967,415,75421,1363593,21000,1088999,7267,132,1.0,1977,,,3/21/1991 0:00,930,930,,,,,Wheel Loader - 100.0 to 110.0 Horsepower,Colorado,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,17.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
992,201,466,690,668,335870,2349180,32500,1730271,4605,136,,2004,0.0,,6/4/2008 0:00,310G,310,G,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Texas,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
633,950,56,12,632,357238,2438844,10500,1657452,36231,136,13.0,1000,3357.0,Low,9/19/2009 0:00,575E,575,E,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Tennessee,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
209,913,364,558,723,89172,1395388,80000,1314135,3415,132,15.0,1990,,,4/18/1996 0:00,235C,235,C,,,Large / Medium,"Hydraulic Excavator, Track - 40.0 to 50.0 Metric Tons",Pennsylvania,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,36 inch,None or Unspecified,None or Unspecified,None or Unspecified,Triple,,,,,
795,721,447,161,913,367863,2587255,75000,719174,1269,149,1.0,2003,7942.0,Medium,4/6/2011 0:00,330CL,330,C,,L,Large / Medium,"Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons",Oregon,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,Hydraulic,,,,Steel,None or Unspecified,"10' 2""",Hydraulic,None or Unspecified,Double,,,,,
717,639,371,440,351,87778,1392164,20000,1425597,7008,132,13.0,1983,,,4/9/1998 0:00,225,225,,,,Large / Medium,"Hydraulic Excavator, Track - 24.0 to 28.0 Metric Tons",Kentucky,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
507,385,900,934,289,127924,1476009,37000,1311966,7277,132,1.0,1975,,,3/17/1992 0:00,950,950,,,,Medium,Wheel Loader - 150.0 to 175.0 Horsepower,Washington,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
590,190,814,838,113,396511,6283314,27000,1342104,4607,149,1.0,2005,,,8/17/2011 0:00,310SG,310,SG,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Florida,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
603,598,250,759,893,32442,1265484,26500,1443977,6793,132,2.0,1000,,,4/8/2000 0:00,590,590,,,,,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,New York,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
318,570,185,636,610,201436,1640620,32000,1091613,4607,132,27.0,2003,,,12/29/2006 0:00,310SG,310,SG,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,North Carolina,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
243,11,278,157,130,165922,1590200,26000,1244516,4674,132,4.0,1990,,,10/29/1998 0:00,490D,490,D,,,Small,"Hydraulic Excavator, Track - 8.0 to 11.0 Metric Tons",South Carolina,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,28 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
771,596,492,301,862,130099,1482380,30000,1213534,3350,132,99.0,1978,,,11/17/1994 0:00,120G,120,G,,,,Motorgrader - 45.0 to 130.0 Horsepower,Texas,MG,Motor Graders,No,OROPS,,,,,None or Unspecified,,None or Unspecified,12',None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,Yes,None or Unspecified,"13""",,,,,,,,,,,,,,,
904,467,915,0,887,19895,1208003,30000,1036006,5245,121,3.0,1000,0.0,,10/14/2010 0:00,D155A,D155,A,,,Large,"Track Type Tractor, Dozer - 260.0 + Horsepower",Maryland,TTT,Track Type Tractors,,EROPS w AC,,,,,Powershift,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,Semi U,None or Unspecified,,
88,927,383,223,527,169315,1596386,17500,1318296,8202,132,11.0,1978,,,4/7/1993 0:00,544,544,,,,,Wheel Loader - 90.0 to 100.0 Horsepower,Mississippi,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
13,672,621,536,676,19098,1205289,8500,1037821,8009,121,3.0,1999,1283.0,Low,8/13/2010 0:00,250,250,,,,,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Florida,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,Yes,None or Unspecified,Standard,,,,,,,,,,,
0,897,847,429,145,31482,1263779,11000,1481263,3312,132,21.0,1983,,,12/12/2000 0:00,W11B,W11,B,,,Compact,Wheel Loader - 60.0 to 80.0 Horsepower,Maine,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
212,930,151,102,565,101632,1421371,92500,1212624,3877,132,2.0,1978,,,2/4/1998 0:00,980C,980,C,,,Medium,Wheel Loader - 275.0 to 350.0 Horsepower,Florida,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
920,734,252,821,227,94280,1405880,14000,31753,43,132,7.0,1991,,,9/15/2000 0:00,416II,416,,II,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Alabama,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
888,299,727,200,115,121720,1464228,33000,546424,7057,132,1.0,1995,,,3/11/2003 0:00,312,312,,,,Small,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",Colorado,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,"8' 2""",None or Unspecified,None or Unspecified,Double,,,,,
961,82,576,72,22,340628,2356698,17000,1642364,4794,136,,1993,0.0,,6/8/2007 0:00,710D,710,D,,,,Backhoe Loader - 16.0 + Ft Standard Digging Depth,Nevada,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
863,495,111,206,856,67822,1344174,27000,742752,7277,132,1.0,1981,,,6/11/1999 0:00,950,950,,,,Medium,Wheel Loader - 150.0 to 175.0 Horsepower,California,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
165,349,177,160,254,7784,1165500,23500,1012238,7277,121,3.0,1976,0.0,,5/18/2006 0:00,950,950,,,,Medium,Wheel Loader - 150.0 to 175.0 Horsepower,Tennessee,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
454,176,458,217,340,22747,1218263,41000,1058402,13997,121,3.0,1999,11370.0,Medium,9/29/2011 0:00,736AVHP,736,A,,VHP,,Motorgrader - 170.0 to 200.0 Horsepower,Iowa,MG,Motor Graders,All Wheel Drive,EROPS w AC,,,,,None or Unspecified,,None or Unspecified,16',None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,Yes,None or Unspecified,"14""",,,,,,,,,,,,,,,
829,367,91,427,292,127349,1475322,19500,1191713,7277,132,1.0,1971,,,5/16/1991 0:00,950,950,,,,Medium,Wheel Loader - 150.0 to 175.0 Horsepower,Arizona,WL,Wheel Loader,,OROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
324,338,771,324,314,139106,1500461,26000,884637,3537,132,1.0,1995,,,10/5/1999 0:00,416B,416,B,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Tennessee,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
